Mod:Item:MetaData, Localized Name
industrialwires:control_panel:3, Control Panel Creator
industrialwires:control_panel:4, Unfinished Control Panel
industrialwires:control_panel:6, Redstone Controller: Others
industrialwires:general_hv:0, Discharge Energy Meter
industrialwires:ic2_wire_coil:0, Tin Wire Coil
industrialwires:ic2_wire_coil:1, Copper Wire Coil
industrialwires:ic2_wire_coil:2, Gold Wire Coil
industrialwires:ic2_wire_coil:3, IC2 HV Wire Coil
industrialwires:ic2_wire_coil:4, Glass Fiber Wire Coil
industrialwires:ic2_wire_coil:5, Insulated Tin Wire Coil
industrialwires:ic2_wire_coil:6, Insulated Copper Wire Coil
industrialwires:ic2_wire_coil:7, Insulated Gold Wire Coil
industrialwires:panel_component:0, Lighted Button
industrialwires:panel_component:1, Label
industrialwires:panel_component:2, Indicator Light
industrialwires:panel_component:3, Slider
industrialwires:panel_component:4, Variac®
industrialwires:panel_component:5, Toggle Switch
industrialwires:panel_component:6, Covered Toggle Switch
industrialwires:panel_component:7, Lock Switch
industrialwires:panel_component:8, Panel Meter
industrialwires:panel_component:9, 7-Segment Display
industrialwires:panel_component:10, RGB Indicator
industrialwires:key:0, Blank Key
industrialwires:key:2, Key Ring
structurize:sceptergold, Building Tool
structurize:shapetool, Shape Tool
structurize:sceptersteel, Scan Tool
structurize:cactusdoor, Cactus Door
structurize:caliper, Caliper
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, Placeholderblock
structurize:blockpaperwall:0, Paper wall
structurize:blockpaperwall:1, Paper wall
structurize:blockpaperwall:2, Paper wall
structurize:blockpaperwall:3, Paper wall
structurize:blockshingle_oak, Oak Shingle
structurize:blockshingle_birch, Birch Shingle
structurize:blockshingle_jungle, Jungle Shingle
structurize:blockshingle_spruce, Spruce Shingle
structurize:blockshingle_dark_oak, Dark Oak Shingle
structurize:blockshingle_acacia, Acacia Shingle
structurize:blockshingleslab, Shingle slab
structurize:blockcactusplank, Cactus Plank
structurize:blockcactustrapdoor, Cactus Trapdoor
structurize:blockcactusstair, tile.structurize.blockcactusstair.name
structurize:blockcactusslab_half:0, Cactus Slab
structurize:blockcactusfence, Cactus Fence
structurize:blockcactusfencegate, Cactus Fence Gate
structurize:blocktimberframe_oak_plain,  Oak Plain Timber Frame
structurize:blocktimberframe_oak_doublecrossed,  Oak Crossed Timber Frame
structurize:blocktimberframe_oak_framed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_sideframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_gateframed,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_onecrossedlr,  Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_oak_onecrossedrl,  Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_oak_downgated,  Oak Framed Timber Frame
structurize:blocktimberframe_oak_horizontalplain,  Oak Horizontal Timber Frame
structurize:blocktimberframe_oak_horizontalnocap,  Oak Horizontal Timber Frame
structurize:blocktimberframe_spruce_plain,  Spruce Plain Timber Frame
structurize:blocktimberframe_spruce_doublecrossed,  Spruce Crossed Timber Frame
structurize:blocktimberframe_spruce_framed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_sideframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_gateframed,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_onecrossedlr,  Spruce Right-Left Diagonal Timber Frame
structurize:blocktimberframe_spruce_onecrossedrl,  Spruce Left-Right Diagonal Timber Frame
structurize:blocktimberframe_spruce_downgated,  Spruce Framed Timber Frame
structurize:blocktimberframe_spruce_horizontalplain,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_spruce_horizontalnocap,  Spruce Horizontal Timber Frame
structurize:blocktimberframe_birch_plain,  Birch Plain Timber Frame
structurize:blocktimberframe_birch_doublecrossed,  Birch Crossed Timber Frame
structurize:blocktimberframe_birch_framed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_sideframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_gateframed,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_onecrossedlr,  Birch Right-Left Diagonal Timber Frame
structurize:blocktimberframe_birch_onecrossedrl,  Birch Left-Right Diagonal Timber Frame
structurize:blocktimberframe_birch_downgated,  Birch Framed Timber Frame
structurize:blocktimberframe_birch_horizontalplain,  Birch Horizontal Timber Frame
structurize:blocktimberframe_birch_horizontalnocap,  Birch Horizontal Timber Frame
structurize:blocktimberframe_jungle_plain,  Jungle Plain Timber Frame
structurize:blocktimberframe_jungle_doublecrossed,  Jungle Crossed Timber Frame
structurize:blocktimberframe_jungle_framed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_sideframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_gateframed,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_onecrossedlr,  Jungle Right-Left Diagonal Timber Frame
structurize:blocktimberframe_jungle_onecrossedrl,  Jungle Left-Right Diagonal Timber Frame
structurize:blocktimberframe_jungle_downgated,  Jungle Framed Timber Frame
structurize:blocktimberframe_jungle_horizontalplain,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_jungle_horizontalnocap,  Jungle Horizontal Timber Frame
structurize:blocktimberframe_acacia_plain,  Acacia Plain Timber Frame
structurize:blocktimberframe_acacia_doublecrossed,  Acacia Crossed Timber Frame
structurize:blocktimberframe_acacia_framed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_sideframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_gateframed,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_onecrossedlr,  Acacia Right-Left Diagonal Timber Frame
structurize:blocktimberframe_acacia_onecrossedrl,  Acacia Left-Right Diagonal Timber Frame
structurize:blocktimberframe_acacia_downgated,  Acacia Framed Timber Frame
structurize:blocktimberframe_acacia_horizontalplain,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_acacia_horizontalnocap,  Acacia Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_plain,  Dark Oak Plain Timber Frame
structurize:blocktimberframe_dark_oak_doublecrossed,  Dark Oak Crossed Timber Frame
structurize:blocktimberframe_dark_oak_framed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_sideframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_gateframed,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedlr,  Dark Oak Right-Left Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_onecrossedrl,  Dark Oak Left-Right Diagonal Timber Frame
structurize:blocktimberframe_dark_oak_downgated,  Dark Oak Framed Timber Frame
structurize:blocktimberframe_dark_oak_horizontalplain,  Dark Oak Horizontal Timber Frame
structurize:blocktimberframe_dark_oak_horizontalnocap,  Dark Oak Horizontal Timber Frame
structurize:multiblock, MultiBlock
minecolonies:supplychestdeployer, SupplyShip Chest
minecolonies:scepterpermission, PermissionScepter
minecolonies:caliper, Caliper
minecolonies:scepterguard, Guard-scepter
minecolonies:supplycampdeployer, SupplyCamp Chest
minecolonies:ancienttome, Ancient Tome
minecolonies:chiefsword, Chief Sword
minecolonies:clipboard, Clipboard
minecolonies:compost, Compost
minecolonies:resourcescroll, Resource-Scroll
minecolonies:iron_scimitar, Scimitar
minecolonies:pirate_hat, Pirate Hat
minecolonies:pirate_top, Pirate Top
minecolonies:pirate_leggins, Pirate Leggings
minecolonies:pirate_boots, Pirate Boots
minecolonies:pirate_cap, Pirate Cap
minecolonies:pirate_chest, Pirate Chest
minecolonies:pirate_legs, Pirate Legs
minecolonies:pirate_shoes, Pirate Shoes
minecolonies:sizesettlement, item.minecolonies.sizeSettlement.name
minecolonies:sizetown, item.minecolonies.sizeTown.name
minecolonies:sizecity, item.minecolonies.sizeCity.name
minecolonies:sizemetropolis, item.minecolonies.sizeMetropolis.name
minecolonies:santa_hat, Santa hat
minecolonies:blockhutbaker, Bakery
minecolonies:blockhutblacksmith, Blacksmith
minecolonies:blockhutbuilder, Builder's Hut
minecolonies:blockhutcitizen, Citizen's Hut
minecolonies:blockhutdeliveryman, Deliveryman
minecolonies:blockhutfarmer, Farm
minecolonies:blockhutfield, Field
minecolonies:blockhutfisherman, Fisherman's Hut
minecolonies:blockhutguardtower, GuardTower
minecolonies:blockhutlumberjack, Lumberjack's Hut
minecolonies:blockhutminer, Mine
minecolonies:blockhutstonemason, Stonemason
minecolonies:blockhuttownhall, Town Hall
minecolonies:blockhutwarehouse, Warehouse
minecolonies:blockhutshepherd, Shepherd's Hut
minecolonies:blockhutcowboy, Cowboy's Hut
minecolonies:blockhutswineherder, SwineHerders's Hut
minecolonies:blockhutchickenherder, ChickenHerders's Hut
minecolonies:blockhutbarrackstower, BarracksTower
minecolonies:blockhutbarracks, Barracks
minecolonies:blockhutcook, Restaurant
minecolonies:blockhutsmeltery, Smeltery
minecolonies:blockhutcomposter, Composter Hut
minecolonies:blockhutlibrary, Library
minecolonies:blockhutarchery, Archery
minecolonies:blockhutcombatacademy, Combat Academy
minecolonies:blockhutsawmill, Sawmill
minecolonies:blockhutstonesmeltery, Stone Smeltery
minecolonies:blockhutcrusher, Crusher
minecolonies:blockhutsifter, Sifter
minecolonies:blockconstructiontape, Construction tape
minecolonies:blockbarrackstowersubstitution, BarracksTower Placeholder
minecolonies:blockminecoloniesrack, Rack
minecolonies:blockwaypoint, Waypoint placeholder
minecolonies:blockinfoposter, tile.minecolonies.blockInfoPoster.name
minecolonies:barrel_block:0, Barrel
minecolonies:blockpostbox, Postbox
minecolonies:decorationcontroller, Decoration Controller
sky_orchards:acorn_iron:0, Iron§r Acorn§r
sky_orchards:acorn_iron:1, Iron§r Acorn Roasted§r
sky_orchards:resin_iron, item.sky_orchards.resin_iron.name
sky_orchards:acorn_gold:0, Gold§r Acorn§r
sky_orchards:acorn_gold:1, Gold§r Acorn Roasted§r
sky_orchards:resin_gold, item.sky_orchards.resin_gold.name
sky_orchards:acorn_lapis:0, Lapis§r Acorn§r
sky_orchards:acorn_lapis:1, Lapis§r Acorn Roasted§r
sky_orchards:resin_lapis, item.sky_orchards.resin_lapis.name
sky_orchards:acorn_redstone:0, Redstone§r Acorn§r
sky_orchards:acorn_redstone:1, Redstone§r Acorn Roasted§r
sky_orchards:resin_redstone, item.sky_orchards.resin_redstone.name
sky_orchards:acorn_diamond:0, Diamond§r Acorn§r
sky_orchards:acorn_diamond:1, Diamond§r Acorn Roasted§r
sky_orchards:resin_diamond, item.sky_orchards.resin_diamond.name
sky_orchards:log_iron, Iron§r Log§r.name
sky_orchards:sapling_iron, Iron§r Sapling§r.name
sky_orchards:leaves_iron, Iron§r Leaves§r.name
sky_orchards:amber_iron, Iron§r Amber§r.name
sky_orchards:log_gold, Gold§r Log§r.name
sky_orchards:sapling_gold, Gold§r Sapling§r.name
sky_orchards:leaves_gold, Gold§r Leaves§r.name
sky_orchards:amber_gold, Gold§r Amber§r.name
sky_orchards:log_lapis, Lapis§r Log§r.name
sky_orchards:sapling_lapis, Lapis§r Sapling§r.name
sky_orchards:leaves_lapis, Lapis§r Leaves§r.name
sky_orchards:amber_lapis, Lapis§r Amber§r.name
sky_orchards:log_redstone, Redstone§r Log§r.name
sky_orchards:sapling_redstone, Redstone§r Sapling§r.name
sky_orchards:leaves_redstone, Redstone§r Leaves§r.name
sky_orchards:amber_redstone, Redstone§r Amber§r.name
sky_orchards:log_diamond, Diamond§r Log§r.name
sky_orchards:sapling_diamond, Diamond§r Sapling§r.name
sky_orchards:leaves_diamond, Diamond§r Leaves§r.name
sky_orchards:amber_diamond, Diamond§r Amber§r.name
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:ingot_mithril, Mithril Ingot
embers:nugget_iron, Iron Nugget
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:nugget_mithril, Mithril Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:plate_mithril, Mithril Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:ember_detector, Atmospheric Gauge
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:ingot_aluminum, Aluminum Ingot
embers:plate_aluminum, Aluminum Plate
embers:nugget_aluminum, Aluminum Nugget
embers:pickaxe_aluminum, Aluminum Pickaxe
embers:axe_aluminum, Aluminum Axe
embers:shovel_aluminum, Aluminum Shovel
embers:sword_aluminum, Aluminum Sword
embers:hoe_aluminum, Aluminum Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:block_mithril, Mithril Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Tank
embers:pipe, Pump Pipe
embers:pump, Pollutant Pump
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:mech_edge, tile.mech_edge.name
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer [WIP]
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:advanced_edge, tile.advanced_edge.name
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:glow, tile.glow.name
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:seed:0, Iron Crystal Seed
embers:seed:1, Gold Crystal Seed
embers:seed:2, Copper Crystal Seed
embers:seed:3, Lead Crystal Seed
embers:seed:4, Silver Crystal Seed
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:structure_marker, Structure Marker
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge_edge, tile.inferno_forge_edge.name
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:block_aluminum, Aluminum Block
embers:ore_aluminum, Aluminum Ore
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
abyssalcraft:stone:0, Darkstone
abyssalcraft:stone:1, §9Abyssal Stone
abyssalcraft:stone:2, Dreadstone
abyssalcraft:stone:3, Abyssalnite Stone
abyssalcraft:stone:4, Coralium Stone
abyssalcraft:stone:5, §bEthaxium
abyssalcraft:stone:6, Omothol Stone
abyssalcraft:stone:7, Monolith Stone
abyssalcraft:cobblestone:0, Darkstone Cobblestone
abyssalcraft:cobblestone:1, §9Abyssal Cobblestone
abyssalcraft:cobblestone:2, Dreadstone Cobblestone
abyssalcraft:cobblestone:3, Abyssalnite Cobblestone
abyssalcraft:cobblestone:4, Coralium Cobblestone
abyssalcraft:darkstone_brick:0, Darkstone Bricks
abyssalcraft:darkstone_brick:1, Chiseled Darkstone Bricks
abyssalcraft:darkstone_brick:2, Cracked Darkstone Bricks
abyssalcraft:dsglow, Glowing Darkstone Bricks
abyssalcraft:darkbrickslab1:0, Darkstone Brick Slab
abyssalcraft:darkbrickslab2:0, Darkstone Brick Slab
abyssalcraft:darkcobbleslab1:0, Darkstone Cobblestone Slab
abyssalcraft:darkcobbleslab2:0, Darkstone Cobblestone Slab
abyssalcraft:dbstairs, Darkstone Brick Stairs
abyssalcraft:dcstairs, Darkstone Cobblestone Stairs
abyssalcraft:dltleaves, Darklands Oak Leaves
abyssalcraft:dltlog, Darklands Oak Wood
abyssalcraft:dltlog2, Darklands Oak Wood
abyssalcraft:dltsapling, Darklands Oak Sapling
abyssalcraft:abybrick:0, §9Abyssal Stone Bricks
abyssalcraft:abybrick:1, §9Chiseled Abyssal Stone Bricks
abyssalcraft:abybrick:2, §9Cracked Abyssal Stone Bricks
abyssalcraft:abyslab1:0, §9Abyssal Stone Brick Slab
abyssalcraft:abyslab2:0, §9Abyssal Stone Brick Slab
abyssalcraft:abystairs, Abyssal Stone Brick Stairs
abyssalcraft:coraliumore, Coralium Ore
abyssalcraft:abyore, Abyssalnite Ore
abyssalcraft:abyfence, Abyssal Stone Brick Fence
abyssalcraft:dscwall, Darkstone Cobblestone Wall
abyssalcraft:odb, Oblivion Deathbomb
abyssalcraft:ingotblock:0, §3Block of Abyssalnite
abyssalcraft:ingotblock:1, §bBlock of Refined Coralium
abyssalcraft:ingotblock:2, §4Block of Dreadium
abyssalcraft:ingotblock:3, §bBlock of Ethaxium
abyssalcraft:coraliumstone, Coralium Infused Stone
abyssalcraft:odbcore, ODB Core
abyssalcraft:crate, Wooden Crate
abyssalcraft:abyportal, Abyssal Gateway
abyssalcraft:darkstoneslab1:0, Darkstone Slab
abyssalcraft:darkstoneslab2:0, Darkstone Slab
abyssalcraft:coraliumfire, Coralium Fire
abyssalcraft:dsbutton, Darkstone Button
abyssalcraft:dspplate, Darkstone Pressure Plate
abyssalcraft:dltplank, Darklands Oak Wood Planks
abyssalcraft:dltbutton, Darklands Oak Wood Button
abyssalcraft:dltpplate, Darklands Oak Wood Pressure Plate
abyssalcraft:dltstairs, Darklands Oak Wood Stairs
abyssalcraft:dltslab1:0, Darklands Oak Wood Slab
abyssalcraft:dltslab2:0, Darklands Oak Wood Slab
abyssalcraft:cwater, Liquid Coralium
abyssalcraft:psdl, Dreadlands Infused Powerstone
abyssalcraft:abycorore, Abyssal Coralium Ore
abyssalcraft:altar, Altar
abyssalcraft:abybutton, Abyssal Stone Button
abyssalcraft:abypplate, Abyssal Stone Pressure Plate
abyssalcraft:dsbfence, Darkstone Brick Fence
abyssalcraft:dltfence, Darklands Oak Wood Fence
abyssalcraft:abydreadore, Dreadlands Abyssalnite Ore
abyssalcraft:dreadore, Dreaded Abyssalnite Ore
abyssalcraft:dreadbrick:0, Dreadstone Bricks
abyssalcraft:dreadbrick:1, Chiseled Dreadstone Bricks
abyssalcraft:dreadbrick:2, Cracked Dreadstone Bricks
abyssalcraft:abydreadbrick:0, Abyssalnite Stone Bricks
abyssalcraft:abydreadbrick:1, Chiseled Abyssalnite Stone Bricks
abyssalcraft:abydreadbrick:2, Cracked Abyssalnite Stone Bricks
abyssalcraft:dreadgrass, Dreadlands Grass
abyssalcraft:dreadlog, Dreadlands Wood Log
abyssalcraft:dreadleaves, Dreadlands Wood Leaves
abyssalcraft:dreadsapling, Dreadlands Wood Sapling
abyssalcraft:dreadplanks, Dreadlands Wood Planks
abyssalcraft:dreadportal, Dreadlands Gateway
abyssalcraft:dreadfire, Dreaded Fire
abyssalcraft:dghead, Depths Ghoul head
abyssalcraft:phead, Pete's head
abyssalcraft:whead, Mr. Wilson's head
abyssalcraft:ohead, Dr. Orange's head
abyssalcraft:dreadbrickstairs, Dreadstone Brick Stairs
abyssalcraft:dreadbrickfence, Dreadstone Brick Fence
abyssalcraft:dreadbrickslab1:0, Dreadstone Brick Slab
abyssalcraft:dreadbrickslab2:0, Dreadstone Brick Slab
abyssalcraft:abydreadbrickstairs, Abyssalnite Stone Brick Stairs
abyssalcraft:abydreadbrickfence, Abyssalnite Stone Brick Fence
abyssalcraft:abydreadbrickslab1:0, Abyssalnite Stone Brick Slab
abyssalcraft:abydreadbrickslab2:0, Abyssalnite Stone Brick Slab
abyssalcraft:antiwater, Liquid Antimatter
abyssalcraft:cstonebrick:0, Coralium Bricks
abyssalcraft:cstonebrick:1, Chiseled Coralium Bricks
abyssalcraft:cstonebrick:2, Cracked Coralium Bricks
abyssalcraft:cstonebrickfence, Coralium Brick Fence
abyssalcraft:cstonebrickslab1:0, Coralium Brick Slab
abyssalcraft:cstonebrickslab2:0, Coralium Brick Slab
abyssalcraft:cstonebrickstairs, Coralium Brick Stairs
abyssalcraft:cstonebutton, Coralium Stone Button
abyssalcraft:cstonepplate, Coralium Stone Pressure Plate
abyssalcraft:dreadaltartop, Altar of Cha'garoth (top)
abyssalcraft:dreadaltarbottom, Altar of Cha'garoth (bottom)
abyssalcraft:crystallizer, Crystallizer
abyssalcraft:crystallizer_on, tile.crystallizer_on.name
abyssalcraft:transmutator, Transmutator
abyssalcraft:transmutator_on, tile.transmutator_on.name
abyssalcraft:dreadguardspawner, Dreadguard Spawner Block
abyssalcraft:chagarothspawner, Cha'garoth Spawner Block
abyssalcraft:drtfence, Dreadlands Wood Fence
abyssalcraft:nitreore, Nitre Ore
abyssalcraft:abyiroore, Abyssal Iron Ore
abyssalcraft:abygolore, Abyssal Gold Ore
abyssalcraft:abydiaore, Abyssal Diamond Ore
abyssalcraft:abynitore, Abyssal Nitre Ore
abyssalcraft:abytinore, Abyssal Tin Ore
abyssalcraft:abycopore, Abyssal Copper Ore
abyssalcraft:abypcorore, Pearlescent Coralium Ore
abyssalcraft:abylcorore, Liquified Coralium Ore
abyssalcraft:solidlava, Solid lava
abyssalcraft:ethaxiumbrick:0, §bEthaxium Bricks
abyssalcraft:ethaxiumbrick:1, §bChiseled Ethaxium Bricks
abyssalcraft:ethaxiumbrick:2, §bCracked Ethaxium Bricks
abyssalcraft:ethaxiumpillar, Ethaxium Pillar
abyssalcraft:ethaxiumbrickstairs, Ethaxium Brick Stairs
abyssalcraft:ethaxiumbrickslab1:0, §bEthaxium Brick Slab
abyssalcraft:ethaxiumbrickslab2:0, §bEthaxium Brick Slab
abyssalcraft:ethaxiumfence, Ethaxium Brick Fence
abyssalcraft:omotholportal, Omothol Gateway
abyssalcraft:omotholfire, Omothol Fire
abyssalcraft:engraver, Engraver
abyssalcraft:engraver_on, A House
abyssalcraft:materializer, Materializer
